A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	0	1	0	0	0.0009687249602921197	0.249597423510467	3	0	9953	45	0.6666666666666666	0	155	621
1	#	#	#	1	#	1	0.2363516578586759	0.7493966210780371	8	0	9998	47	0.3333333333333333	0	1863	2486
#	1	#	#	#	1	1	0.23682759741015416	0.7496981891348089	6	0	9996	48	0.3333333333333333	0	1863	2485
1	#	#	#	1	1	1	1.0	1.0	24	0	9985	49	0.5	0	1241	1241
0	0	0	0	#	0	0	1.0	1.0	25	0	9997	50	0.8333333333333334	0	311	311
#	#	0	0	#	#	0	0.23778216156583545	0.7503015681544029	10	0	9997	50	0.3333333333333333	0	1866	2487
#	1	#	1	1	1	1	1.0	1.0	31	0	9987	51	0.6666666666666666	0	622	622
#	0	#	#	1	0	1	0.23762355964894505	0.750201450443191	9	0	9998	51	0.5	0	931	1241
0	#	#	1	#	0	1	0.23826078895023495	0.7506033789219629	8	0	9995	52	0.5	0	933	1243
0	#	0	#	#	0	1	0.0009765625	0.25	2	0	9974	52	0.5	0	311	1244
#	#	0	#	1	1	1	0.09521395978374295	0.6247987117552335	7	0	9987	53	0.5	0	776	1242
#	0	#	#	#	#	1	0.03115589245946442	0.49969849246231157	2	0	9999	56	0.16666666666666666	0	2486	4975
#	0	0	0	#	#	0	0.23857914583190828	0.7508038585209004	11	0	9997	56	0.5	0	934	1244
1	#	0	#	1	#	1	0.2373046875	0.75	15	0	9971	59	0.5	0	930	1240
1	0	1	1	1	1	1	1.0	1.0	34	0	9985	62	1.0	0	156	156
0	#	#	0	#	1	0	0.23826078895023495	0.7506033789219629	11	0	9993	63	0.5	0	933	1243
1	0	0	1	#	1	0	0.031755652923766926	0.5016077170418006	7	0	9988	63	0.8333333333333334	0	156	311
1	0	0	0	1	1	1	1.0	1.0	43	0	9939	65	1.0	0	155	155
#	0	0	0	1	1	0	0.03125	0.5	10	0	9986	67	0.8333333333333334	0	155	310
1	0	1	1	1	#	1	1.0	1.0	29	0	9998	67	0.8333333333333334	0	311	311
1	#	#	1	1	#	1	0.23666848226979803	0.749597423510467	8	0	9998	68	0.5	0	931	1242
0	0	1	#	#	1	0	0.0	0.0	3	0	68	68	0.6666666666666666	0	0	620
1	0	#	1	0	1	0	1.0	1.0	24	0	9988	69	0.8333333333333334	0	310	310
#	1	#	1	1	#	1	0.23635012442799433	0.7493956486704271	11	0	9987	69	0.5	0	930	1241
0	0	#	#	#	0	1	0.03137590636381696	0.500402252614642	8	0	9999	70	0.5	0	622	1243
1	0	#	#	#	#	1	0.03131302942686589	0.5002015316404675	1	0	9998	75	0.3333333333333333	0	1241	2481
#	0	1	1	0	#	0	0.03125	0.5	6	0	9989	78	0.6666666666666666	0	310	620
0	#	#	0	0	#	0	0.2373046875	0.75	11	0	9997	80	0.5	0	930	1240
0	0	0	0	1	1	0	1.0	1.0	34	0	9986	81	1.0	0	155	155
#	1	#	1	#	#	0	0.0009785337599555722	0.25010084711577246	2	0	9994	81	0.3333333333333333	0	620	2479
#	#	#	1	1	1	0	3.0517578125e-05	0.125	2	0	9961	84	0.5	0	155	1240
1	1	#	1	#	1	1	1.0	1.0	44	0	9967	84	0.6666666666666666	0	619	619
1	0	0	#	1	#	1	1.0	1.0	36	0	9971	89	0.6666666666666666	0	618	618
0	#	#	0	#	#	0	0.23666642889327236	0.7495961227786753	7	0	9997	90	0.3333333333333333	0	1856	2476
1	0	0	0	#	0	1	0.03125	0.5	6	0	9971	90	0.8333333333333334	0	155	310
0	0	#	#	#	#	0	0.031124093636841807	0.4995964487489911	6	0	9997	92	0.3333333333333333	0	1238	2478
#	0	0	0	#	1	0	0.2392277300107553	0.7512116316639742	15	0	9993	97	0.6666666666666666	0	465	619
1	#	0	0	1	#	1	0.23666642889327236	0.7495961227786753	11	0	9971	98	0.6666666666666666	0	464	619
0	0	#	0	0	#	0	0.03125	0.5	11	0	9997	98	0.6666666666666666	0	310	620
1	#	#	0	1	#	1	0.23634704271506057	0.7493936944219887	12	0	9971	99	0.5	0	927	1237
1	0	0	0	#	1	0	0.03125	0.5	11	0	9959	103	0.8333333333333334	0	154	308
#	1	#	1	#	1	1	1.0	1.0	27	0	9996	103	0.5	0	1237	1237
#	0	1	1	1	1	1	1.0	1.0	38	0	9985	104	0.8333333333333334	0	310	310
#	1	0	0	1	#	1	0.0009608624655391294	0.24919093851132687	2	0	9955	105	0.6666666666666666	0	154	618
0	0	#	0	#	#	0	0.031376518053057835	0.5004042037186742	11	0	9997	108	0.5	0	619	1237
1	0	0	1	1	1	1	1.0	1.0	29	0	9942	108	1.0	0	154	154
1	#	#	1	#	0	1	0.0009686997188813202	0.2495961227786753	1	0	9998	110	0.5	0	309	1238
1	#	#	1	#	#	1	0.03093536301565508	0.4989890820865346	2	0	9998	111	0.3333333333333333	0	1234	2473
#	1	1	1	1	#	1	0.23666642889327236	0.7495961227786753	12	0	9981	111	0.6666666666666666	0	464	619
0	#	0	0	#	1	0	1.0	1.0	33	0	9993	113	0.6666666666666666	0	618	618
1	#	1	1	1	#	1	0.23666642889327236	0.7495961227786753	12	0	9998	115	0.6666666666666666	0	464	619
#	0	#	1	1	#	1	0.23826699234975077	0.7506072874493928	7	0	9998	119	0.5	0	927	1235
#	#	#	1	1	1	1	0.5137995053094916	0.8753036437246964	8	0	9987	120	0.5	0	1081	1235
1	#	0	1	1	#	1	0.2373046875	0.75	10	0	9966	123	0.6666666666666666	0	462	616
#	1	1	#	1	#	1	0.03112368650334606	0.49959514170040487	2	0	9981	124	0.5	0	617	1235
0	0	0	#	0	#	0	1.0	1.0	32	0	9997	125	0.6666666666666666	0	618	618
#	0	#	1	#	#	1	0.031313336014878575	0.5002025111381126	4	0	9998	128	0.3333333333333333	0	1235	2469
1	#	1	1	1	1	1	1.0	1.0	20	0	9985	130	0.8333333333333334	0	308	308
#	#	#	#	1	#	0	0.007425800927707384	0.3751013787510138	1	0	9994	130	0.16666666666666666	0	1850	4932
#	#	#	#	1	1	1	0.23682372963733628	0.7496957403651116	6	0	9987	131	0.3333333333333333	0	1848	2465
1	1	0	1	#	1	1	1.0	1.0	34	0	9967	132	0.8333333333333334	0	308	308
1	#	0	1	0	#	0	0.2373046875	0.75	14	0	9988	133	0.6666666666666666	0	462	616
0	0	#	0	#	1	0	0.031504063702637995	0.5008103727714749	8	0	9993	133	0.6666666666666666	0	309	617
0	#	0	0	1	1	0	1.0	1.0	33	0	9986	134	0.8333333333333334	0	308	308
0	1	#	1	#	1	1	1.0	1.0	44	0	9996	137	0.6666666666666666	0	617	617
#	0	0	#	#	1	0	0.2373046875	0.75	9	0	9993	140	0.5	0	924	1232
0	#	0	#	#	#	0	0.2373046875	0.75	13	0	9997	141	0.3333333333333333	0	1848	2464
0	#	0	0	0	1	0	1.0	1.0	24	0	9993	141	0.8333333333333334	0	308	308
1	1	#	1	0	#	1	0.03125	0.5	9	0	9967	143	0.6666666666666666	0	308	616
0	0	#	1	1	#	1	0.03125	0.5	9	0	9982	145	0.6666666666666666	0	308	616
#	0	0	0	1	1	1	0.03125	0.5	6	0	9939	146	0.8333333333333334	0	154	308
#	0	0	#	1	#	1	0.031123276728280882	0.49959382615759546	8	0	9971	147	0.5	0	615	1231
1	0	#	0	1	1	1	1.0	1.0	36	0	9958	152	0.8333333333333334	0	307	307
#	0	0	1	1	#	1	0.03125	0.5	6	0	9965	152	0.6666666666666666	0	307	614
0	#	0	0	#	#	0	1.0	1.0	26	0	9997	156	0.5	0	1231	1231
0	#	0	0	#	0	0	1.0	1.0	31	0	9997	159	0.6666666666666666	0	616	616
1	1	0	1	1	1	1	1.0	1.0	36	0	9966	160	1.0	0	154	154
1	0	#	1	0	#	1	0.0	0.0	3	0	162	162	0.6666666666666666	0	0	616
#	1	0	0	#	1	0	0.031505726949811914	0.5008156606851549	6	0	9969	163	0.6666666666666666	0	307	613
0	1	#	1	1	1	1	1.0	1.0	26	0	9987	163	0.8333333333333334	0	308	308
0	#	0	0	0	0	0	1.0	1.0	29	0	9997	165	0.8333333333333334	0	308	308
0	#	0	#	1	#	0	0.2363408192072938	0.7493897477624084	5	0	9986	166	0.5	0	921	1229
1	0	1	0	1	1	1	1.0	1.0	43	0	9958	167	1.0	0	153	153
#	0	0	1	1	1	1	0.03074434724762547	0.498371335504886	5	0	9942	167	0.8333333333333334	0	153	307
0	0	#	0	1	#	0	0.031505726949811914	0.5008156606851549	10	0	9986	169	0.6666666666666666	0	307	613
1	#	0	0	#	1	1	0.2373046875	0.75	8	0	9955	169	0.6666666666666666	0	459	612
#	0	1	1	#	#	1	0.2369835715964624	0.7497969130787977	6	0	9998	172	0.5	0	923	1231
0	0	0	0	1	0	0	1.0	1.0	29	0	9953	172	1.0	0	153	153
0	0	#	0	1	1	0	0.031762284157648694	0.501628664495114	8	0	9986	176	0.8333333333333334	0	154	307
1	0	0	#	0	#	0	1.0	1.0	34	0	9992	177	0.6666666666666666	0	615	615
1	#	1	#	1	#	1	0.2369825253326268	0.7497962510187449	8	0	9998	178	0.5	0	920	1227
0	0	0	0	1	1	1	0.0	0.0	7	0	180	180	1.0	0	0	154
#	#	1	1	#	1	1	0.5120152623951675	0.8746948738812043	12	0	9996	185	0.5	0	1075	1229
0	#	0	0	1	#	0	1.0	1.0	27	0	9986	185	0.6666666666666666	0	613	613
0	1	0	1	#	#	0	0.0	0.0	2	0	186	186	0.6666666666666666	0	0	613
#	0	#	0	1	1	0	0.0010006938519732166	0.25122349102773245	4	0	9986	186	0.6666666666666666	0	154	613
0	#	0	1	1	1	0	0.03074434724762547	0.498371335504886	6	0	9961	188	0.8333333333333334	0	153	307
1	1	#	0	1	1	1	1.0	1.0	34	0	9955	188	0.8333333333333334	0	306	306
#	#	0	0	1	1	1	0.030995936308284476	0.499184339314845	6	0	9955	189	0.6666666666666666	0	306	613
#	0	#	#	1	#	1	0.23714336548863113	0.7498980008159934	10	0	9998	191	0.3333333333333333	0	1838	2451
1	0	0	1	0	1	0	1.0	1.0	27	0	9988	192	1.0	0	154	154
1	0	#	#	#	#	0	0.03131380153039977	0.5002039983680131	7	0	9992	196	0.3333333333333333	0	1226	2451
1	1	#	1	0	1	1	1.0	1.0	29	0	9967	196	0.8333333333333334	0	306	306
0	#	0	0	#	1	1	0.0	0.0	3	0	197	197	0.6666666666666666	0	0	613
0	0	0	0	1	#	0	1.0	1.0	28	0	9986	198	0.8333333333333334	0	306	306
#	#	1	1	#	#	1	0.2373046875	0.75	9	0	9998	198	0.3333333333333333	0	1839	2452
1	0	0	1	#	#	0	0.03125	0.5	5	0	9988	199	0.6666666666666666	0	306	612
0	0	1	0	0	#	0	0.0	0.0	1	0	199	199	0.8333333333333334	0	0	307
0	0	0	#	0	1	0	1.0	1.0	28	0	9993	201	0.8333333333333334	0	306	306
#	#	#	0	#	0	0	0.23698199963982494	0.7497959183673469	5	0	9997	202	0.3333333333333333	0	1837	2450
0	0	#	#	0	#	0	0.03125	0.5	7	0	9997	203	0.5	0	613	1226
0	1	0	1	#	1	1	1.0	1.0	35	0	9987	203	0.8333333333333334	0	306	306
1	0	0	#	0	0	0	1.0	1.0	42	0	9992	205	0.8333333333333334	0	306	306
1	0	#	0	1	1	0	0.0	0.0	3	0	206	206	0.8333333333333334	0	0	306
#	1	0	1	#	1	1	1.0	1.0	19	0	9987	206	0.6666666666666666	0	612	612
1	0	1	#	1	1	1	1.0	1.0	45	0	9985	211	0.8333333333333334	0	306	306
0	0	0	#	0	0	0	1.0	1.0	31	0	9997	213	0.8333333333333334	0	306	306
0	0	#	0	1	0	0	0.03125	0.5	7	0	9953	214	0.8333333333333334	0	153	306
1	#	#	#	0	1	0	0.03137796870664652	0.5004088307440719	4	0	9988	215	0.5	0	612	1223
0	#	0	#	0	1	0	0.23925299138389772	0.7512274959083469	9	0	9993	218	0.6666666666666666	0	459	611
1	1	0	0	1	1	1	1.0	1.0	31	0	9955	221	1.0	0	153	153
#	#	0	1	0	1	0	0.031506566766603836	0.5008183306055647	2	0	9988	222	0.6666666666666666	0	306	611
0	1	#	#	#	1	1	0.03137817866294432	0.5004095004095004	9	0	9996	223	0.5	0	611	1221
#	#	#	1	#	1	1	0.23665808110665365	0.7495908346972177	4	0	9996	226	0.3333333333333333	0	1832	2444
#	#	0	1	#	#	1	0.03125	0.5	2	0	9987	237	0.3333333333333333	0	1220	2440
0	1	0	#	#	1	0	0.03125	0.5	7	0	9969	237	0.6666666666666666	0	305	610
0	#	0	0	1	1	1	0.0	0.0	4	0	239	239	0.8333333333333334	0	0	305
1	0	0	0	1	#	1	1.0	1.0	22	0	9971	239	0.8333333333333334	0	305	305
#	0	#	1	0	#	0	0.2369814722286056	0.749795584627964	9	0	9989	241	0.5	0	917	1223
0	#	0	0	0	1	1	0.0	0.0	4	0	242	242	0.8333333333333334	0	0	305
1	0	1	1	#	#	1	0.03125	0.5	11	0	9998	243	0.6666666666666666	0	306	612
#	#	0	#	0	1	0	0.09583814855191733	0.625615763546798	7	0	9993	245	0.5	0	762	1218
#	0	0	#	1	1	1	0.03099427306139939	0.49917898193760263	4	0	9942	247	0.6666666666666666	0	304	609
1	1	1	1	1	1	1	1.0	1.0	35	0	9951	248	1.0	0	152	152
1	1	1	#	1	1	1	1.0	1.0	30	0	9951	249	0.8333333333333334	0	304	304
0	0	1	1	0	1	0	0.0	0.0	2	0	251	251	1.0	0	0	153
#	#	0	0	0	#	0	0.51411125319887	0.8754098360655738	11	0	9997	251	0.5	0	1068	1220
1	0	1	1	0	#	0	1.0	1.0	26	0	9989	253	0.8333333333333334	0	305	305
#	0	#	#	0	0	0	0.23633451428029112	0.7493857493857494	8	0	9997	259	0.5	0	915	1221
1	0	0	1	#	#	1	0.03125	0.5	10	0	9965	262	0.6666666666666666	0	304	608
#	0	0	1	0	0	0	1.0	1.0	22	0	9978	264	0.8333333333333334	0	304	304
0	0	1	#	1	#	1	1.0	1.0	46	0	9982	264	0.6666666666666666	0	608	608
0	#	0	1	1	1	1	0.03125	0.5	8	0	9987	265	0.8333333333333334	0	152	304
0	1	#	1	#	1	0	0.0	0.0	4	0	265	265	0.6666666666666666	0	0	609
1	0	0	#	1	1	0	0.0	0.0	9	0	269	269	0.8333333333333334	0	0	304
0	#	0	#	#	0	0	0.2373046875	0.75	6	0	9997	271	0.5	0	912	1216
1	0	0	0	0	0	0	1.0	1.0	38	0	9992	271	1.0	0	152	152
0	#	0	0	0	#	0	1.0	1.0	21	0	9997	272	0.6666666666666666	0	608	608
#	#	0	0	0	0	0	1.0	1.0	16	0	9997	272	0.6666666666666666	0	608	608
1	0	1	0	1	1	0	0.0	0.0	1	0	275	275	1.0	0	0	152
#	1	#	0	1	1	1	0.031508263057441414	0.500823723228995	7	0	9955	275	0.6666666666666666	0	304	607
1	0	1	1	#	1	1	0.03125	0.5	6	0	9985	277	0.8333333333333334	0	152	304
1	1	#	1	1	#	1	0.03125	0.5	8	0	9966	277	0.6666666666666666	0	304	608
1	0	0	#	#	1	1	0.03073771602291326	0.49834983498349833	9	0	9942	279	0.6666666666666666	0	302	606
1	1	#	#	1	#	1	0.031121610691394734	0.49958847736625517	10	0	9966	281	0.5	0	607	1215
0	0	0	#	1	#	0	1.0	1.0	32	0	9986	282	0.6666666666666666	0	607	607
0	0	0	#	#	#	0	1.0	1.0	31	0	9997	283	0.5	0	1214	1214
0	#	0	#	0	#	0	0.23795698146442218	0.7504118616144976	9	0	9997	283	0.5	0	911	1214
#	#	0	1	#	#	0	0.031185673138336874	0.49979398434281	2	0	9988	286	0.3333333333333333	0	1213	2427
0	1	#	0	#	1	0	1.0	1.0	24	0	9991	286	0.6666666666666666	0	606	606
1	0	0	0	0	1	0	1.0	1.0	38	0	9959	287	1.0	0	152	152
0	0	0	0	0	0	0	1.0	1.0	40	0	9997	288	1.0	0	152	152
1	#	#	0	1	1	1	1.0	1.0	27	0	9958	288	0.6666666666666666	0	606	606
0	#	#	0	1	1	0	0.2386128689341749	0.7508250825082509	13	0	9991	291	0.6666666666666666	0	455	606
1	1	0	1	#	#	1	0.031508263057441414	0.500823723228995	8	0	9967	291	0.6666666666666666	0	304	607
1	#	0	#	1	#	0	0.0009886985875165492	0.25061830173124483	2	0	9977	293	0.5	0	304	1213
1	0	0	1	#	1	1	0.03073771602291326	0.49834983498349833	9	0	9942	296	0.8333333333333334	0	151	303
0	1	0	#	#	1	1	0.03125	0.5	5	0	9987	296	0.6666666666666666	0	303	606
1	1	#	0	1	#	1	0.03073771602291326	0.49834983498349833	6	0	9955	297	0.6666666666666666	0	302	606
#	1	#	#	1	1	1	0.2373046875	0.75	6	0	9987	297	0.5	0	909	1212
1	0	0	1	0	0	0	1.0	1.0	16	0	9978	301	1.0	0	152	152
#	#	#	1	0	1	0	0.007507929898953798	0.3759274525968673	3	0	9988	303	0.5	0	456	1213
#	0	1	1	1	#	1	1.0	1.0	21	0	9998	305	0.6666666666666666	0	607	607
1	0	#	0	1	#	1	1.0	1.0	34	0	9971	306	0.6666666666666666	0	605	605
#	0	0	1	#	1	0	0.23795914018424638	0.7504132231404959	9	0	9988	312	0.6666666666666666	0	454	605
0	#	#	0	0	1	0	0.23795914018424638	0.7504132231404959	7	0	9993	312	0.6666666666666666	0	454	605
0	#	0	#	0	0	0	0.2386128689341749	0.7508250825082509	9	0	9997	314	0.6666666666666666	0	455	606
1	#	0	#	0	#	0	0.23795914018424638	0.7504132231404959	16	0	9992	316	0.5	0	908	1210
1	0	#	#	1	1	0	0.0	0.0	7	0	323	323	0.6666666666666666	0	0	604
1	#	#	1	0	#	0	0.23795914018424638	0.7504132231404959	7	0	9989	323	0.5	0	908	1210
0	0	0	#	#	0	0	1.0	1.0	25	0	9997	325	0.6666666666666666	0	605	605
#	0	1	1	1	0	1	1.0	1.0	25	0	9998	326	0.8333333333333334	0	303	303
1	0	0	0	1	#	0	0.0	0.0	5	0	328	328	0.8333333333333334	0	0	302
#	0	#	1	1	#	0	0.0009725304555514506	0.24979321753515302	1	0	9961	330	0.5	0	302	1209
1	1	1	1	#	#	1	0.03125	0.5	7	0	9951	330	0.6666666666666666	0	302	604
0	0	0	0	#	0	1	0.0	0.0	6	0	331	331	0.8333333333333334	0	0	303
1	#	0	1	0	1	0	0.03125	0.5	3	0	9988	334	0.8333333333333334	0	151	302
0	#	0	#	#	1	1	0.0009684917798194158	0.24958540630182421	2	0	9987	337	0.5	0	301	1206
0	#	0	0	0	#	1	0.0	0.0	3	0	342	342	0.6666666666666666	0	0	604
1	1	1	1	0	1	1	1.0	1.0	30	0	9938	346	1.0	0	150	150
0	0	#	#	0	1	0	0.03125	0.5	11	0	9993	348	0.6666666666666666	0	302	604
#	0	#	1	#	1	1	0.031120761136672954	0.4995857497928749	3	0	9985	351	0.5	0	603	1207
1	0	0	0	#	1	1	0.03073433475919105	0.4983388704318937	5	0	9939	352	0.8333333333333334	0	150	301
0	1	#	#	1	1	0	0.030991736954221305	0.49917081260364843	8	0	9991	352	0.6666666666666666	0	301	603
0	1	0	#	1	1	1	0.031772563657484126	0.5016611295681063	7	0	9987	355	0.8333333333333334	0	151	301
0	0	0	1	0	0	1	0.0	0.0	2	0	356	356	1.0	0	0	150
1	#	1	1	1	0	1	0.03125	0.5	8	0	9998	357	0.8333333333333334	0	151	302
0	0	#	0	0	1	0	0.03125	0.5	16	0	9993	358	0.8333333333333334	0	151	302
1	#	0	#	#	#	0	0.03131491480935507	0.5002075550020756	3	0	9992	359	0.3333333333333333	0	1205	2409
#	0	0	#	0	#	0	1.0	1.0	33	0	9997	360	0.5	0	1206	1206
1	1	1	0	#	#	1	0.03099088036983762	0.49916805324459235	2	0	9949	366	0.6666666666666666	0	300	601
1	#	1	0	1	1	1	1.0	1.0	24	0	9958	372	0.8333333333333334	0	300	300
0	0	1	0	1	#	1	1.0	1.0	27	0	9954	375	0.8333333333333334	0	300	300
0	1	#	0	1	1	0	1.0	1.0	28	0	9991	378	0.8333333333333334	0	301	301
#	#	0	1	1	1	1	0.23796350077423983	0.7504159733777038	7	0	9987	378	0.6666666666666666	0	451	601
0	0	1	1	#	0	1	1.0	1.0	38	0	9995	380	0.8333333333333334	0	301	301
#	#	0	#	1	#	0	0.03125	0.5	3	0	9986	380	0.3333333333333333	0	1201	2402
1	1	0	#	#	1	1	1.0	1.0	26	0	9967	383	0.6666666666666666	0	600	600
1	1	1	#	1	#	1	0.03099088036983762	0.49916805324459235	8	0	9951	385	0.6666666666666666	0	300	601
0	0	0	0	0	#	0	1.0	1.0	45	0	9997	386	0.8333333333333334	0	302	302
1	1	#	#	#	1	1	1.0	1.0	38	0	9967	387	0.5	0	1200	1200
#	0	#	1	0	1	0	0.2373046875	0.75	10	0	9988	392	0.6666666666666666	0	450	600
1	0	1	1	0	0	0	1.0	1.0	31	0	9989	397	1.0	0	150	150
1	#	1	#	#	#	1	0.03125	0.5	1	0	9998	398	0.3333333333333333	0	1200	2400
0	1	0	0	#	1	0	1.0	1.0	27	0	9969	402	0.8333333333333334	0	299	299
#	0	0	0	0	1	0	1.0	1.0	19	0	9993	408	0.8333333333333334	0	300	300
0	1	0	1	1	1	1	1.0	1.0	36	0	9987	409	1.0	0	150	150
#	0	1	1	#	0	1	0.2373046875	0.75	15	0	9998	409	0.6666666666666666	0	450	600
0	#	#	0	0	0	0	0.23664514180614574	0.7495826377295493	9	0	9997	411	0.6666666666666666	0	449	599
0	1	0	0	1	1	0	1.0	1.0	32	0	9936	412	1.0	0	149	149
#	1	0	1	1	1	1	1.0	1.0	14	0	9987	413	0.8333333333333334	0	300	300
1	0	1	#	0	#	0	1.0	1.0	30	0	9989	415	0.6666666666666666	0	600	600
