A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	0	1	1	0	0.0071143580304763795	0.371900826446281	1	0	964	32	0.5	0	45	121
1	#	0	#	#	0	1	0.0011037777050114763	0.256198347107438	1	0	993	33	0.5	0	31	121
#	0	1	#	#	0	0	0.0008990981834764156	0.2459016393442623	1	0	981	33	0.5	0	30	122
1	1	#	#	#	#	0	0.030607017888939207	0.4979253112033195	1	0	984	33	0.3333333333333333	0	120	241
0	1	0	#	0	0	1	0.03662616470883121	0.5161290322580645	1	0	996	34	0.8333333333333334	0	16	31
#	#	#	#	#	1	1	0.0949723724009969	0.6244813278008299	2	0	997	34	0.16666666666666666	0	301	482
1	0	1	0	#	1	1	0.03125	0.5	2	0	989	35	0.8333333333333334	0	15	30
#	#	0	1	1	#	0	0.007415771484375	0.375	1	0	957	35	0.5	0	45	120
#	1	0	#	#	0	1	0.0009765625	0.25	1	0	996	38	0.5	0	30	120
#	1	#	#	0	0	0	0.2373046875	0.75	7	0	984	38	0.5	0	90	120
0	1	#	#	#	#	1	0.03125	0.5	1	0	996	39	0.3333333333333333	0	120	240
#	#	0	#	1	1	1	0.095367431640625	0.625	1	0	994	40	0.5	0	75	120
#	1	#	0	#	0	0	1.0	1.0	8	0	984	40	0.5	0	120	120
0	#	#	#	0	1	1	0.03125	0.5	1	0	990	42	0.5	0	60	120
#	1	0	0	0	0	0	1.0	1.0	9	0	955	46	0.8333333333333334	0	30	30
0	1	0	#	#	0	1	0.03125	0.5	1	0	996	46	0.6666666666666666	0	30	60
0	#	0	#	#	1	0	0.23399965993447927	0.7478991596638656	2	0	965	51	0.5	0	89	119
#	0	0	#	1	#	1	0.03125	0.5	1	0	994	51	0.5	0	59	118
#	1	1	0	#	0	0	1.0	1.0	7	0	984	53	0.6666666666666666	0	59	59
0	1	0	0	1	0	0	1.0	1.0	11	0	977	54	1.0	0	15	15
0	#	#	0	0	1	0	0.23067648453224557	0.7457627118644068	3	0	974	57	0.6666666666666666	0	44	59
#	#	0	#	#	1	0	0.03125	0.5	1	0	998	57	0.3333333333333333	0	118	236
0	0	0	0	#	0	0	1.0	1.0	7	0	968	58	0.8333333333333334	0	29	29
0	0	0	#	1	#	0	1.0	1.0	6	0	968	61	0.6666666666666666	0	58	58
1	#	0	0	0	0	0	1.0	1.0	12	0	986	62	0.8333333333333334	0	29	29
0	#	#	0	0	1	1	0.001156954627456512	0.25862068965517243	1	0	975	63	0.6666666666666666	0	15	58
#	1	#	0	0	1	0	0.0286899592428037	0.4915254237288136	1	0	974	64	0.6666666666666666	0	29	59
#	#	1	0	#	0	0	0.09298733298789365	0.6218487394957983	3	0	984	64	0.5	0	74	119
0	1	0	0	0	1	0	1.0	1.0	4	0	959	65	1.0	0	14	14
0	#	#	0	#	0	0	0.22733534048886378	0.7435897435897436	10	0	977	65	0.5	0	87	117
#	#	#	0	0	1	0	0.08825375108068294	0.6153846153846154	3	0	974	69	0.5	0	72	117
#	1	1	1	0	1	1	1.0	1.0	5	0	997	70	0.8333333333333334	0	30	30
0	#	#	#	0	1	0	0.028647341960904404	0.49137931034482757	2	0	974	71	0.5	0	57	116
#	#	0	0	0	0	0	1.0	1.0	7	0	986	71	0.6666666666666666	0	57	57
#	#	1	#	0	1	0	0.007208640141632674	0.3728813559322034	2	0	991	72	0.5	0	44	118
0	#	0	#	0	#	0	0.21720617794361205	0.7368421052631579	4	0	965	74	0.5	0	84	114
0	1	0	0	#	#	0	1.0	1.0	7	0	977	74	0.6666666666666666	0	57	57
1	0	#	#	0	0	0	1.0	1.0	3	0	986	75	0.6666666666666666	0	59	59
0	1	0	#	#	1	0	0.026221056655577907	0.4827586206896552	2	0	964	75	0.6666666666666666	0	28	58
#	#	1	#	0	1	1	0.09455510731583265	0.6239316239316239	1	0	997	76	0.5	0	73	117
#	1	0	1	#	1	0	0.0	0.0	1	0	76	76	0.6666666666666666	0	0	58
#	#	1	0	#	1	0	0.006705219033985611	0.36752136752136755	1	0	974	77	0.5	0	43	117
#	#	0	0	#	0	0	0.49717673529828965	0.8695652173913043	8	0	986	78	0.5	0	100	115
1	#	0	0	1	1	0	0.0	0.0	1	0	78	78	0.8333333333333334	0	0	29
1	0	0	0	#	0	0	0.03125	0.5	3	0	986	80	0.8333333333333334	0	15	30
0	#	#	0	#	1	0	0.22698868709122902	0.7433628318584071	5	0	974	80	0.5	0	84	113
#	1	0	0	0	0	1	0.0	0.0	2	0	81	81	0.8333333333333334	0	0	28
0	0	0	#	0	0	0	1.0	1.0	7	0	954	82	0.8333333333333334	0	28	28
#	#	0	#	1	#	1	0.03408911379396854	0.5087719298245614	1	0	994	82	0.3333333333333333	0	116	228
#	#	#	0	1	1	1	0.10049355861780968	0.631578947368421	2	0	994	83	0.5	0	72	114
1	0	#	#	1	0	0	0.0	0.0	1	0	84	84	0.6666666666666666	0	0	59
#	0	0	0	#	0	0	0.22397642588184608	0.7413793103448276	3	0	986	88	0.6666666666666666	0	43	58
1	0	0	0	1	1	0	0.0	0.0	2	0	88	88	1.0	0	0	15
0	0	0	#	1	#	1	0.0	0.0	1	0	89	89	0.6666666666666666	0	0	56
#	#	0	#	#	0	0	0.2287200499013196	0.7444933920704846	4	0	986	89	0.3333333333333333	0	169	227
0	0	0	#	0	#	0	1.0	1.0	5	0	965	90	0.6666666666666666	0	56	56
1	0	#	#	#	0	0	0.027381102641670905	0.48695652173913045	1	0	986	90	0.5	0	56	115
#	#	0	#	0	#	0	0.2287200499013196	0.7444933920704846	6	0	998	92	0.3333333333333333	0	169	227
1	1	1	0	1	0	0	1.0	1.0	4	0	967	93	1.0	0	14	14
#	0	#	0	#	1	1	0.032657434234869644	0.504424778761062	1	0	994	93	0.5	0	57	113
#	1	1	0	1	0	0	1.0	1.0	2	0	973	94	0.8333333333333334	0	28	28
0	1	0	#	#	#	0	0.029891514349462245	0.49557522123893805	5	0	977	97	0.5	0	56	113
#	0	1	0	#	1	1	0.2373046875	0.75	1	0	989	98	0.6666666666666666	0	42	56
1	1	#	0	0	0	0	1.0	1.0	8	0	984	98	0.8333333333333334	0	28	28
1	0	0	#	0	0	0	1.0	1.0	4	0	986	102	0.8333333333333334	0	28	28
#	1	#	0	0	0	0	1.0	1.0	4	0	984	106	0.6666666666666666	0	56	56
0	#	0	0	#	#	0	1.0	1.0	9	0	977	106	0.5	0	111	111
#	0	0	#	#	#	0	0.239099722336155	0.751131221719457	3	0	998	110	0.3333333333333333	0	166	221
0	#	0	#	0	0	0	0.23020027395048778	0.7454545454545455	3	0	954	110	0.6666666666666666	0	41	55
0	1	#	#	0	#	0	0.03125	0.5	2	0	974	111	0.5	0	56	112
1	1	0	0	#	0	0	1.0	1.0	5	0	955	111	0.8333333333333334	0	27	27
#	0	0	#	#	#	1	0.0009765625	0.25	1	0	994	113	0.3333333333333333	0	55	220
0	1	0	#	0	#	0	0.03125	0.5	4	0	959	114	0.6666666666666666	0	28	56
#	0	#	#	#	#	0	0.030898879970742355	0.49887133182844245	4	0	998	114	0.16666666666666666	0	221	443
#	0	#	0	1	#	1	0.2373046875	0.75	2	0	994	116	0.5	0	84	112
1	1	0	0	#	1	0	0.0	0.0	1	0	116	116	0.8333333333333334	0	0	28
#	0	#	#	#	0	0	0.03054935585203235	0.497737556561086	1	0	986	118	0.3333333333333333	0	110	221
1	1	#	0	0	#	0	0.03125	0.5	2	0	984	118	0.6666666666666666	0	28	56
#	1	0	#	0	1	0	0.001068628446889494	0.2545454545454545	3	0	959	119	0.6666666666666666	0	14	55
1	#	0	#	1	0	0	0.03125	0.5	4	0	957	119	0.6666666666666666	0	27	54
0	1	#	0	0	0	0	1.0	1.0	7	0	953	122	0.8333333333333334	0	26	26
0	1	0	#	0	1	0	0.03125	0.5	4	0	959	123	0.8333333333333334	0	14	28
#	#	1	1	#	1	1	0.5029045174006084	0.8715596330275229	3	0	997	123	0.5	0	95	109
#	0	0	0	#	#	0	0.23020027395048778	0.7454545454545455	5	0	986	124	0.5	0	82	110
1	1	#	#	0	#	0	0.03125	0.5	3	0	984	124	0.5	0	55	110
#	0	0	#	0	#	0	1.0	1.0	7	0	998	126	0.5	0	108	108
#	#	#	#	0	#	0	0.09277137810582961	0.6215596330275229	3	0	998	127	0.16666666666666666	0	271	436
1	0	#	#	#	#	0	0.03054935585203235	0.497737556561086	3	0	998	127	0.3333333333333333	0	110	221
#	1	#	0	#	1	1	0.032737831621428674	0.5046728971962616	1	0	988	132	0.5	0	54	107
0	1	#	0	1	1	0	1.0	1.0	6	0	964	134	0.8333333333333334	0	26	26
0	#	0	0	1	0	0	1.0	1.0	4	0	977	135	0.8333333333333334	0	28	28
0	0	#	0	1	0	0	0.03125	0.5	1	0	968	138	0.8333333333333334	0	13	26
0	1	0	#	#	0	0	0.03125	0.5	5	0	977	140	0.6666666666666666	0	27	54
0	#	0	0	0	1	0	1.0	1.0	6	0	959	141	0.8333333333333334	0	26	26
0	1	#	0	#	1	0	1.0	1.0	5	0	974	141	0.6666666666666666	0	53	53
#	#	0	#	#	#	0	0.0896872580745882	0.6173708920187794	1	0	998	142	0.16666666666666666	0	263	426
#	0	1	1	0	1	1	0.02587604756236833	0.48148148148148145	1	0	945	142	0.8333333333333334	0	13	27
0	0	0	#	0	#	1	0.0	0.0	1	0	143	143	0.6666666666666666	0	0	52
0	1	1	1	0	1	1	1.0	1.0	4	0	972	145	1.0	0	13	13
#	1	1	0	0	0	0	1.0	1.0	4	0	984	146	0.8333333333333334	0	27	27
#	1	#	0	1	0	0	1.0	1.0	3	0	977	146	0.6666666666666666	0	52	52
0	0	#	0	#	0	0	0.03125	0.5	3	0	968	148	0.6666666666666666	0	26	52
0	1	0	0	#	1	0	1.0	1.0	7	0	964	149	0.8333333333333334	0	26	26
#	1	#	0	0	#	0	0.2193898685978784	0.7383177570093458	4	0	984	151	0.5	0	79	107
1	1	#	0	#	#	0	0.02981676068313592	0.4953271028037383	1	0	984	151	0.5	0	53	107
0	#	0	0	#	0	1	0.0	0.0	1	0	153	153	0.6666666666666666	0	0	52
#	1	1	#	0	#	1	0.032766711146467724	0.5047619047619047	2	0	997	154	0.5	0	53	105
1	1	0	0	1	0	0	1.0	1.0	7	0	941	159	1.0	0	13	13
0	1	#	0	1	0	0	1.0	1.0	5	0	977	160	0.8333333333333334	0	26	26
1	0	0	0	0	0	0	1.0	1.0	7	0	986	161	1.0	0	13	13
0	1	#	#	#	0	0	0.02978998076688114	0.49523809523809526	5	0	977	161	0.5	0	52	105
#	1	1	1	0	#	1	0.24486155808474971	0.7547169811320755	2	0	997	164	0.6666666666666666	0	40	53
0	1	#	0	#	0	1	0.0	0.0	1	0	166	166	0.6666666666666666	0	0	52
0	1	#	#	0	0	0	0.03125	0.5	4	0	953	170	0.6666666666666666	0	26	52
#	0	0	0	0	0	0	1.0	1.0	7	0	986	170	0.8333333333333334	0	25	25
0	#	0	0	0	#	0	1.0	1.0	9	0	959	171	0.6666666666666666	0	51	51
0	0	0	1	#	#	0	1.0	1.0	4	0	965	171	0.6666666666666666	0	52	52
#	0	0	1	0	#	0	1.0	1.0	6	0	998	172	0.6666666666666666	0	52	52
#	#	0	0	#	#	0	0.23157296101708014	0.7463414634146341	5	0	986	174	0.3333333333333333	0	153	205
1	1	#	#	0	0	0	1.0	1.0	4	0	984	174	0.6666666666666666	0	52	52
#	1	#	0	1	1	0	0.028304087807184866	0.49019607843137253	1	0	964	177	0.6666666666666666	0	25	51
#	0	0	1	0	1	0	1.0	1.0	1	0	998	178	0.8333333333333334	0	26	26
0	1	#	1	#	#	1	1.0	1.0	2	0	996	178	0.5	0	104	104
#	0	#	0	1	1	1	0.2373046875	0.75	2	0	994	179	0.6666666666666666	0	39	52
1	1	1	1	0	#	1	0.03125	0.5	2	0	997	179	0.8333333333333334	0	13	26
#	1	#	1	#	0	1	0.029762181234695106	0.49514563106796117	2	0	996	180	0.5	0	51	103
0	1	#	0	0	#	0	1.0	1.0	6	0	974	180	0.6666666666666666	0	51	51
1	1	0	0	0	0	0	1.0	1.0	13	0	955	182	1.0	0	13	13
1	#	1	0	1	0	0	0.03125	0.5	3	0	967	182	0.8333333333333334	0	13	26
#	#	0	#	0	1	1	0.007176573287964945	0.37254901960784315	2	0	990	183	0.5	0	38	102
0	0	0	0	1	#	0	1.0	1.0	8	0	968	188	0.8333333333333334	0	26	26
#	1	#	#	#	1	0	0.001051648467714926	0.2537313432835821	1	0	974	188	0.3333333333333333	0	51	201
1	0	0	0	#	1	1	0.03125	0.5	2	0	994	191	0.8333333333333334	0	13	26
0	0	0	0	1	0	0	1.0	1.0	5	0	968	191	1.0	0	13	13
0	1	#	#	1	1	1	0.03125	0.5	3	0	987	192	0.6666666666666666	0	25	50
#	1	1	#	#	0	0	0.2575412249143059	0.7623762376237624	1	0	984	192	0.5	0	77	101
1	0	#	0	1	#	1	1.0	1.0	4	0	994	193	0.6666666666666666	0	52	52
0	0	#	#	0	0	0	0.028188749379596083	0.4897959183673469	2	0	954	195	0.6666666666666666	0	24	49
0	1	0	1	#	#	1	1.0	1.0	6	0	996	195	0.6666666666666666	0	51	51
#	0	0	#	0	#	1	0.0	0.0	2	0	197	197	0.5	0	0	99
0	0	0	1	0	#	0	1.0	1.0	7	0	965	199	0.8333333333333334	0	24	24
#	0	0	1	#	1	0	0.22190066239999998	0.74	2	0	998	199	0.6666666666666666	0	37	50
1	1	0	#	0	0	1	0.0	0.0	1	0	200	200	0.8333333333333334	0	0	24
0	#	0	#	#	0	0	0.2293421724933147	0.7448979591836735	3	0	977	201	0.5	0	73	98
0	1	0	0	1	1	0	1.0	1.0	2	0	964	202	1.0	0	12	12
#	#	1	1	0	1	1	0.22190066239999998	0.74	2	0	997	206	0.6666666666666666	0	37	50
#	#	#	1	#	#	1	0.09706087489236397	0.6272040302267002	1	0	999	207	0.16666666666666666	0	249	397
1	0	1	0	1	#	1	1.0	1.0	4	0	992	207	0.8333333333333334	0	26	26
#	0	#	1	#	#	1	0.03367762733403929	0.507537688442211	2	0	999	209	0.3333333333333333	0	101	199
1	#	0	#	0	#	0	0.23333647121053863	0.7474747474747475	1	0	998	210	0.5	0	74	99
1	0	0	1	0	0	0	1.0	1.0	2	0	958	211	1.0	0	12	12
1	1	0	#	#	0	0	1.0	1.0	3	0	962	213	0.6666666666666666	0	48	48
1	#	0	0	0	0	1	0.0	0.0	1	0	216	216	0.8333333333333334	0	0	25
#	1	1	#	#	#	0	0.030448760638390616	0.49740932642487046	2	0	984	220	0.3333333333333333	0	96	193
1	1	0	0	#	#	0	0.03125	0.5	2	0	955	221	0.6666666666666666	0	24	48
1	#	0	0	0	#	0	0.2373046875	0.75	6	0	986	222	0.6666666666666666	0	36	48
0	#	0	#	#	#	0	0.23122027609777873	0.7461139896373057	1	0	977	223	0.3333333333333333	0	144	193
0	1	1	0	#	#	0	1.0	1.0	3	0	974	224	0.6666666666666666	0	48	48
0	#	0	0	0	0	0	1.0	1.0	8	0	953	225	0.8333333333333334	0	24	24
#	#	0	1	0	1	0	0.03457161303360777	0.5102040816326531	1	0	998	226	0.6666666666666666	0	25	49
#	#	#	0	#	0	0	0.2373046875	0.75	4	0	986	227	0.3333333333333333	0	144	192
0	1	0	0	0	#	0	1.0	1.0	6	0	959	228	0.8333333333333334	0	24	24
#	#	0	0	#	#	1	0.0009765625	0.25	1	0	994	229	0.3333333333333333	0	48	192
#	0	0	#	0	0	1	0.0	0.0	1	0	235	235	0.6666666666666666	0	0	47
0	0	0	0	0	#	0	1.0	1.0	4	0	942	236	0.8333333333333334	0	23	23
0	#	0	1	0	#	1	0.03125	0.5	1	0	996	239	0.6666666666666666	0	24	48
#	0	#	#	#	1	0	0.030440458544253514	0.4973821989528796	2	0	998	239	0.3333333333333333	0	95	191
#	1	1	#	#	#	1	0.03125	0.5	1	0	997	241	0.3333333333333333	0	95	190
#	1	#	1	0	0	0	0.03125	0.5	1	0	966	241	0.6666666666666666	0	24	48
1	#	0	#	1	1	1	1.0	1.0	6	0	994	243	0.6666666666666666	0	47	47
0	0	0	#	1	0	0	1.0	1.0	4	0	968	245	0.8333333333333334	0	23	23
0	#	0	0	1	#	0	1.0	1.0	4	0	977	246	0.6666666666666666	0	48	48
1	0	#	#	1	#	1	1.0	1.0	4	0	995	247	0.5	0	95	95
#	#	0	0	1	0	0	0.22900814666525524	0.7446808510638298	1	0	977	249	0.6666666666666666	0	35	47
1	0	0	#	#	0	0	0.03471897689928779	0.5106382978723404	2	0	986	250	0.6666666666666666	0	24	47
1	#	#	#	0	0	0	1.0	1.0	7	0	986	251	0.5	0	95	95
#	0	#	0	#	#	0	0.02884733658986194	0.49206349206349204	3	0	986	252	0.3333333333333333	0	93	189
1	#	1	0	1	#	0	0.0010849680281027434	0.2553191489361702	1	0	967	253	0.6666666666666666	0	12	47
0	#	#	0	0	0	0	0.21208362139917689	0.7333333333333333	1	0	953	256	0.6666666666666666	0	33	45
1	0	0	0	0	#	0	1.0	1.0	2	0	986	260	0.8333333333333334	0	24	24
0	0	0	1	#	0	0	1.0	1.0	2	0	954	260	0.8333333333333334	0	22	22
#	0	0	1	0	#	1	0.0	0.0	1	0	263	263	0.6666666666666666	0	0	45
#	1	1	1	#	#	0	0.0010314120915948307	0.25274725274725274	1	0	978	265	0.5	0	23	91
#	#	#	1	0	0	1	0.0076945289505326074	0.37777777777777777	1	0	996	266	0.5	0	34	90
#	1	#	1	#	#	0	0.0009240716125811003	0.24725274725274726	1	0	978	266	0.3333333333333333	0	45	182
0	1	0	0	0	0	0	1.0	1.0	4	0	953	267	1.0	0	11	11
#	0	#	0	0	0	0	0.2550063900805163	0.7608695652173914	2	0	986	267	0.6666666666666666	0	35	46
1	#	#	0	0	0	0	1.0	1.0	3	0	986	268	0.6666666666666666	0	47	47
#	#	#	0	#	1	0	0.027928707344747578	0.4888888888888889	1	0	974	279	0.3333333333333333	0	88	180
0	#	#	0	#	1	1	0.0009765625	0.25	1	0	979	280	0.5	0	22	88
1	0	#	0	#	0	0	0.025022128248914022	0.4782608695652174	2	0	986	282	0.6666666666666666	0	22	46
1	#	1	#	1	#	0	0.0008258600202677283	0.24175824175824176	1	0	978	282	0.5	0	22	91
#	1	#	#	1	0	0	0.2373046875	0.75	2	0	978	284	0.5	0	66	88
#	#	#	0	1	0	0	0.09012876377777973	0.6179775280898876	2	0	977	288	0.5	0	55	89
#	0	0	0	#	0	1	0.0009765625	0.25	1	0	993	289	0.6666666666666666	0	11	44
1	#	#	1	0	#	0	0.2286448723941134	0.7444444444444445	2	0	998	289	0.5	0	67	90
#	0	0	#	0	0	0	1.0	1.0	7	0	986	291	0.6666666666666666	0	44	44
1	#	0	#	0	0	0	1.0	1.0	5	0	986	292	0.6666666666666666	0	44	44
#	1	0	0	#	#	0	0.2373046875	0.75	3	0	977	293	0.5	0	66	88
0	0	#	1	#	0	0	0.027928707344747578	0.4888888888888889	1	0	954	293	0.6666666666666666	0	22	45
1	0	#	1	0	#	0	1.0	1.0	6	0	998	294	0.6666666666666666	0	44	44
#	1	#	1	0	0	1	0.03125	0.5	1	0	996	295	0.6666666666666666	0	22	44
0	0	0	1	#	0	1	0.0	0.0	1	0	297	297	0.8333333333333334	0	0	22
1	1	0	0	0	#	0	0.03125	0.5	3	0	955	297	0.8333333333333334	0	11	22
0	1	0	0	1	#	0	1.0	1.0	7	0	977	298	0.8333333333333334	0	22	22
0	1	0	0	1	0	1	0.0	0.0	1	0	302	302	1.0	0	0	11
0	#	0	0	#	1	0	1.0	1.0	3	0	964	303	0.6666666666666666	0	43	43
#	#	#	#	#	0	0	0.0942762825887666	0.6235632183908046	1	0	986	304	0.16666666666666666	0	217	348
#	0	#	0	#	1	0	0.029494837976210178	0.4942528735632184	1	0	969	304	0.5	0	43	87
#	0	0	0	1	1	1	0.03125	0.5	2	0	994	306	0.8333333333333334	0	11	22
1	0	#	0	0	0	0	1.0	1.0	3	0	986	306	0.8333333333333334	0	22	22
1	#	0	#	#	#	0	0.033109607206104064	0.5058139534883721	1	0	998	309	0.3333333333333333	0	87	172
0	#	0	0	#	0	0	1.0	1.0	9	0	977	309	0.6666666666666666	0	43	43
0	0	0	0	#	#	0	1.0	1.0	3	0	968	310	0.6666666666666666	0	42	42
0	1	1	0	#	0	1	0.0	0.0	1	0	310	310	0.8333333333333334	0	0	21
#	0	#	#	0	#	0	0.2373046875	0.75	2	0	998	311	0.3333333333333333	0	129	172
1	#	#	0	#	0	0	0.23279332323579968	0.7471264367816092	4	0	986	312	0.5	0	65	87
0	#	#	#	0	0	0	0.02599617756723918	0.4819277108433735	2	0	954	314	0.5	0	40	83
0	#	0	0	1	1	0	1.0	1.0	2	0	964	315	0.8333333333333334	0	22	22
1	0	#	0	#	#	1	0.03308774113421762	0.5057471264367817	1	0	994	316	0.5	0	44	87
0	#	0	#	1	#	0	0.22824833264848604	0.7441860465116279	2	0	977	316	0.5	0	64	86
#	1	0	0	0	#	0	0.2097427655167115	0.7317073170731707	2	0	959	319	0.6666666666666666	0	30	41
0	1	#	1	#	0	0	0.0	0.0	2	0	319	319	0.6666666666666666	0	0	42
#	#	#	#	1	1	0	0.0007883473296791421	0.23952095808383234	1	0	964	325	0.3333333333333333	0	40	167
0	1	#	0	1	1	1	0.0	0.0	1	0	325	325	0.8333333333333334	0	0	20
0	1	0	1	#	0	1	1.0	1.0	2	0	996	331	0.8333333333333334	0	21	21
#	#	1	0	0	0	0	0.2567458542283846	0.7619047619047619	3	0	984	334	0.6666666666666666	0	32	42
0	1	#	1	#	1	1	1.0	1.0	1	0	990	337	0.6666666666666666	0	42	42
0	0	0	0	1	0	1	0.0	0.0	1	0	342	342	1.0	0	0	10
#	1	1	#	0	0	0	0.2373046875	0.75	5	0	984	348	0.6666666666666666	0	30	40
1	#	#	0	1	0	0	0.02448519270213934	0.47619047619047616	1	0	967	349	0.6666666666666666	0	20	42
#	#	0	#	#	#	1	0.007687525010572408	0.37770897832817335	2	0	996	353	0.16666666666666666	0	122	323
1	#	0	0	1	1	1	1.0	1.0	1	0	994	355	0.8333333333333334	0	20	20
0	#	0	#	#	#	1	0.0009765625	0.25	1	0	996	359	0.3333333333333333	0	40	160
0	0	#	#	0	#	0	0.03125	0.5	1	0	965	359	0.5	0	40	80
#	1	#	#	1	#	0	0.03224514345148966	0.5031446540880503	1	0	978	361	0.3333333333333333	0	80	159
1	#	0	#	#	#	1	0.02932159417985371	0.4936708860759494	1	0	994	363	0.3333333333333333	0	78	158
0	0	0	#	1	1	0	1.0	1.0	2	0	963	363	0.8333333333333334	0	20	20
1	0	0	#	0	#	0	1.0	1.0	6	0	998	366	0.6666666666666666	0	40	40
0	#	#	1	#	0	0	0.0009765625	0.25	1	0	954	366	0.5	0	20	80
#	1	1	1	#	1	1	1.0	1.0	1	0	997	367	0.6666666666666666	0	39	39
1	#	#	#	1	0	1	0.03125	0.5	2	0	995	368	0.5	0	39	78
#	0	#	0	0	#	0	0.22733534048886378	0.7435897435897436	3	0	986	368	0.5	0	58	78
#	1	#	0	0	#	1	0.0009765625	0.25	2	0	988	369	0.5	0	20	80
1	1	1	#	0	0	0	1.0	1.0	2	0	984	370	0.8333333333333334	0	20	20
